dt,average
1960-11-01,15.241555555555557
1961-11-01,14.456444444444442
1962-11-01,13.391666666666667
1963-11-01,15.046000000000001
1964-11-01,16.43188888888889
1965-11-01,17.697666666666667
1966-11-01,16.003333333333334
1967-11-01,14.246222222222222
1968-11-01,13.14111111111111
1969-11-01,13.602333333333334
1970-11-01,12.547111111111112
1971-11-01,14.38188888888889
1972-11-01,12.404555555555557
1973-11-01,17.721333333333334
1974-11-01,14.522555555555556
1975-11-01,14.940444444444445
1976-11-01,10.350999999999999
1977-11-01,15.779888888888886
1978-11-01,17.29311111111111
1979-11-01,12.785444444444444
1980-11-01,13.283222222222221
1981-11-01,16.077111111111112
1982-11-01,15.387999999999998
1983-11-01,14.972
1984-11-01,14.007333333333333
1985-11-01,18.095555555555556
1986-11-01,16.28788888888889
1987-11-01,15.026888888888887
1988-11-01,16.445111111111114
1989-11-01,15.604999999999999
1990-11-01,15.973888888888887
1991-11-01,12.210444444444445
1992-11-01,13.013777777777776
1993-11-01,12.898
1994-11-01,17.059111111111108
1995-11-01,13.750444444444444
1996-11-01,14.98011111111111
1997-11-01,13.049444444444445
1998-11-01,16.760555555555555
1999-11-01,15.82111111111111
2000-11-01,13.472
2001-11-01,17.10077777777778
2002-11-01,13.776888888888891
2003-11-01,16.992777777777782
2004-11-01,16.982444444444443
2005-11-01,16.39288888888889
2006-11-01,14.65633333333333
2007-11-01,15.628666666666666
2008-11-01,14.195333333333336
2009-11-01,15.072777777777778
2010-11-01,15.448555555555552
2011-11-01,15.797444444444444
2012-11-01,14.142777777777777
