dt,average
1960-08-01,9.517000000000001
1961-08-01,9.176
1962-08-01,10.510000000000002
1963-08-01,10.179
1964-08-01,9.747
1965-08-01,9.146
1966-08-01,9.578
1967-08-01,11.155
1968-08-01,11.232000000000001
1969-08-01,8.158999999999999
1970-08-01,9.299
1971-08-01,10.795
1972-08-01,11.38
1973-08-01,8.894
1974-08-01,11.064
1975-08-01,10.278
1976-08-01,11.154000000000002
1977-08-01,12.52
1978-08-01,12.14
1979-08-01,11.886
1980-08-01,9.338
1981-08-01,9.937000000000001
1982-08-01,10.303
1983-08-01,9.482000000000001
1984-08-01,10.124
1985-08-01,9.311
1986-08-01,8.718
1987-08-01,10.796
1988-08-01,10.366
1989-08-01,11.589
1990-08-01,11.45
1991-08-01,9.656
1992-08-01,9.943
1993-08-01,11.179
1994-08-01,11.708
1995-08-01,10.892000000000001
1996-08-01,10.026
1997-08-01,11.602
1998-08-01,8.81
1999-08-01,10.545
2000-08-01,9.382
2001-08-01,11.561
2002-08-01,10.390999999999998
2003-08-01,10.819
2004-08-01,13.498
2005-08-01,11.674000000000001
2006-08-01,9.339
2007-08-01,11.502
2008-08-01,10.03
2009-08-01,9.938
2010-08-01,10.384
2011-08-01,9.461
2012-08-01,9.775
