dt,average
1960-07-01,20.274545454545454
1961-07-01,21.01036363636364
1962-07-01,19.267272727272726
1963-07-01,21.69572727272727
1964-07-01,21.368090909090906
1965-07-01,20.159909090909093
1966-07-01,21.656454545454544
1967-07-01,21.58963636363636
1968-07-01,21.926727272727273
1969-07-01,20.46136363636364
1970-07-01,21.75990909090909
1971-07-01,21.018818181818183
1972-07-01,21.532909090909087
1973-07-01,21.834363636363637
1974-07-01,21.17981818181818
1975-07-01,22.250454545454545
1976-07-01,20.422272727272727
1977-07-01,21.301363636363632
1978-07-01,20.52881818181818
1979-07-01,21.945545454545456
1980-07-01,21.959545454545456
1981-07-01,21.870090909090905
1982-07-01,21.373272727272724
1983-07-01,22.083181818181824
1984-07-01,20.96709090909091
1985-07-01,21.279090909090915
1986-07-01,20.588545454545457
1987-07-01,21.804272727272725
1988-07-01,22.344363636363635
1989-07-01,21.066272727272732
1990-07-01,21.589545454545455
1991-07-01,21.431727272727272
1992-07-01,19.63945454545455
1993-07-01,21.979
1994-07-01,23.34072727272727
1995-07-01,22.726727272727267
1996-07-01,20.517727272727278
1997-07-01,21.210818181818183
1998-07-01,21.58727272727273
1999-07-01,23.082363636363638
2000-07-01,19.766454545454543
2001-07-01,19.891636363636362
2002-07-01,22.19881818181818
2003-07-01,21.82645454545455
2004-07-01,20.824909090909088
2005-07-01,22.144090909090913
2006-07-01,23.02090909090909
2007-07-01,21.295
2008-07-01,22.548181818181813
2009-07-01,20.056090909090912
2010-07-01,23.59881818181818
2011-07-01,23.019636363636362
2012-07-01,23.01281818181818
