dt,average
1960-06-01,21.92892857142856
1961-06-01,21.46709523809524
1962-06-01,19.36149999999999
1963-06-01,18.48804761904761
1964-06-01,18.813642857142856
1965-06-01,17.50471428571429
1966-06-01,20.422357142857134
1967-06-01,18.19266666666667
1968-06-01,20.325309523809516
1969-06-01,18.795666666666662
1970-06-01,20.428214285714276
1971-06-01,19.361071428571424
1972-06-01,20.799595238095247
1973-06-01,21.408738095238093
1974-06-01,21.25407142857142
1975-06-01,19.26335714285713
1976-06-01,20.844214285714298
1977-06-01,20.678785714285706
1978-06-01,21.182238095238098
1979-06-01,21.353523809523818
1980-06-01,19.33492857142857
1981-06-01,23.43135714285715
1982-06-01,18.33145238095237
1983-06-01,19.623904761904768
1984-06-01,20.556928571428564
1985-06-01,21.609500000000008
1986-06-01,21.1675
1987-06-01,20.928190476190487
1988-06-01,19.652380952380945
1989-06-01,20.33761904761904
1990-06-01,21.52297619047618
1991-06-01,18.815976190476203
1992-06-01,20.26128571428571
1993-06-01,21.03064285714284
1994-06-01,22.141857142857127
1995-06-01,19.289547619047614
1996-06-01,21.44604761904763
1997-06-01,20.469380952380952
1998-06-01,18.44738095238095
1999-06-01,19.641166666666674
2000-06-01,22.148166666666675
2001-06-01,22.132928571428575
2002-06-01,21.133309523809515
2003-06-01,20.388357142857135
2004-06-01,20.83771428571429
2005-06-01,19.46333333333335
2006-06-01,23.166023809523807
2007-06-01,21.307166666666664
2008-06-01,22.529285714285724
2009-06-01,19.373142857142867
2010-06-01,20.292214285714298
2011-06-01,19.300452380952372
2012-06-01,20.709023809523817
