site,year,month,value
N03,1991,7,1702.87
N03,1991,8,1701.37
N03,1991,9,1717.15
N03,1991,10,1762.19
N03,1991,11,1780.16
N03,1991,12,1758.30
N03,1992,1,1757.50
N03,1992,2,1758.28
N03,1992,3,1754.40
N03,1992,4,1746.93
N03,1992,5,1732.23
N03,1992,6,1716.66
N03,1992,7,1712.77
N03,1992,8,1721.90
N03,1992,9,1721.84
N03,1992,10,1738.87
N03,1992,11,1775.55
N03,1992,12,1769.39
N03,1993,1,1775.53
N03,1993,12,1779.89
N03,1994,1,1777.09
N03,1994,2,1773.10
N03,1994,3,1770.20
N03,1994,4,1747.64
N03,1994,5,1721.86
N03,1994,6,1713.99
N03,1994,7,1716.66
N03,1994,8,1719.79
N03,1994,9,1720.15
N03,1994,10,1744.00
N03,1994,11,1767.73
N03,1994,12,1772.85
N03,1995,1,1782.55
N03,1995,2,1787.94
N03,1995,3,1770.55
N03,1995,4,1756.88
N03,1995,5,1746.82
N03,1995,10,1755.11
N03,1995,11,1787.69
N03,1995,12,1789.52
N03,1996,1,1788.05
N03,1996,2,1798.52
N03,1996,3,1796.07
N03,1996,4,1769.43
N03,1996,5,1738.33
N03,1996,6,1728.38
N03,1996,7,1728.28
N03,1996,8,1729.17
N03,1996,9,1751.56
N03,1996,10,1777.38
N03,1996,11,1779.41
N03,1996,12,1784.96
N03,1997,1,1797.99
N03,1997,2,1790.28
N03,1997,3,1771.72
N03,1997,4,1758.90
N03,1997,5,1760.44
N03,1997,6,1756.31
N03,1997,7,1745.97
N03,1997,8,1743.71
N03,1997,9,1751.71
N03,1997,10,1775.47
N03,1997,11,1785.45
N03,1997,12,1785.29
N03,1998,1,1782.93
N03,1998,2,1771.00
N03,1998,3,1773.37
N03,1998,4,1782.40
N03,1998,5,1773.08
N03,1998,6,1765.73
N03,1998,7,1758.26
N03,1998,8,1739.49
N03,1998,9,1741.74
N03,1998,10,1761.41
