site,year,month,value
N15,1991,7,1721.70
N15,1991,8,1734.07
N15,1991,9,1751.31
N15,1991,10,1789.50
N15,1991,11,1796.25
N15,1991,12,1778.72
N15,1992,1,1785.84
N15,1992,2,1781.07
N15,1992,3,1757.15
N15,1992,4,1741.67
N15,1992,5,1727.65
N15,1992,6,1716.31
N15,1992,7,1720.56
N15,1992,8,1737.96
N15,1992,9,1770.98
N15,1992,10,1799.60
N15,1992,11,1798.38
N15,1992,12,1789.91
N15,1993,1,1788.15
N15,1993,12,1793.99
N15,1994,1,1798.39
N15,1994,2,1796.44
N15,1994,3,1787.19
N15,1994,4,1766.04
N15,1994,5,1737.33
N15,1994,6,1738.26
N15,1994,7,1743.85
N15,1994,8,1752.31
N15,1994,9,1783.46
N15,1994,10,1813.27
N15,1994,11,1819.94
N15,1994,12,1816.93
N15,1995,1,1807.21
N15,1995,2,1801.70
N15,1995,3,1792.72
N15,1995,4,1784.47
N15,1995,10,1788.95
N15,1995,11,1831.49
N15,1995,12,1814.35
N15,1996,1,1814.00
N15,1996,2,1823.57
N15,1996,3,1821.79
N15,1996,4,1811.30
N15,1996,5,1781.00
N15,1996,6,1743.22
N15,1996,7,1736.21
N15,1996,8,1750.56
N15,1996,9,1777.20
N15,1996,10,1806.88
N15,1996,11,1812.91
N15,1996,12,1812.17
N15,1997,1,1820.84
N15,1997,2,1810.10
N15,1997,3,1778.27
N15,1997,4,1768.39
N15,1997,5,1765.78
N15,1997,6,1747.77
N15,1997,7,1749.73
N15,1997,8,1773.13
N15,1997,9,1796.62
N15,1997,10,1815.34
N15,1997,11,1818.64
N15,1997,12,1812.71
N15,1998,1,1811.73
N15,1998,2,1803.36
N15,1998,3,1785.39
N15,1998,4,1783.34
N15,1998,5,1780.95
N15,1998,6,1751.82
N15,1998,7,1743.11
N15,1998,8,1751.31
N15,1998,9,1759.99
N15,1998,10,1782.83
